conv_id	turn_id	topic	head	relation	tail
mixed_Agatha_Christie_Jaws	7	Jaws	Jaws	P136	Thriller
mixed_Agatha_Christie_Jaws	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_Jaws	9	Jaws	Jaws	<UNK>	BOOL::Yes
mixed_Agatha_Christie_The_Hobbit	0	Agatha Christie	Agatha Christie	<UNK>	BOOL::No
mixed_Agatha_Christie_The_Hobbit	1	The Hobbit	The Hobbit	P577	21 September 1937
mixed_Agatha_Christie_The_Hobbit	2	Agatha Christie	Agatha Christie	<UNK>	Miss Marple
mixed_Agatha_Christie_The_Hobbit	3	The Hobbit	The Hobbit	P50	BOOL::Yes
mixed_Agatha_Christie_The_Hobbit	4	Agatha Christie	Agatha Christie	P50_reverse	COUNT::12
mixed_Agatha_Christie_The_Hobbit	5	The Hobbit	The Hobbit	<UNK>	Edith Tolkien
mixed_Agatha_Christie_The_Hobbit	6	Agatha Christie	Agatha Christie	P50_reverse	The Body in the Library
mixed_Agatha_Christie_The_Hobbit	7	The Hobbit	The Hobbit	<UNK>	John Francis Reuel Tolkien
mixed_Agatha_Christie_The_Hobbit	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_The_Hobbit	9	The Hobbit	The Hobbit	<UNK>	BOOL::Yes
mixed_Agatha_Christie_The_Shining	0	Agatha Christie	Agatha Christie	<UNK>	BOOL::No
mixed_Agatha_Christie_The_Shining	1	The Shining	The Shining	P50	Stephen King
mixed_Agatha_Christie_The_Shining	2	Agatha Christie	Agatha Christie	<UNK>	Miss Marple
mixed_Agatha_Christie_The_Shining	3	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Agatha_Christie_The_Shining	4	Agatha Christie	Agatha Christie	P50_reverse	COUNT::12
mixed_Agatha_Christie_The_Shining	5	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Agatha_Christie_The_Shining	6	Agatha Christie	Agatha Christie	<UNK>	The Body in the Library
mixed_Agatha_Christie_The_Shining	7	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Agatha_Christie_The_Shining	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_The_Shining	9	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Agatha_Christie_Great_Expectations	0	Agatha Christie	Agatha Christie	<UNK>	BOOL::No
mixed_Agatha_Christie_Great_Expectations	1	Great Expectations	Great Expectations	P50	Charles Dickens
mixed_Agatha_Christie_Great_Expectations	2	Agatha Christie	Agatha Christie	<UNK>	Miss Marple
mixed_Agatha_Christie_Great_Expectations	3	Great Expectations	Great Expectations	<UNK>	BOOL::No
mixed_Agatha_Christie_Great_Expectations	4	Agatha Christie	Agatha Christie	P50_reverse	COUNT::12
mixed_Agatha_Christie_Great_Expectations	5	Great Expectations	Great Expectations	<UNK>	Chapman & Hall
mixed_Agatha_Christie_Great_Expectations	6	Agatha Christie	Agatha Christie	<UNK>	The Body in the Library
mixed_Agatha_Christie_Great_Expectations	7	Great Expectations	Great Expectations	P136	black comedy
mixed_Agatha_Christie_Great_Expectations	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_Great_Expectations	9	Great Expectations	Great Expectations	<UNK>	London;Kent
mixed_Agatha_Christie_Pride_and_Prejudice	0	Agatha Christie	Agatha Christie	<UNK>	BOOL::No
mixed_Agatha_Christie_Pride_and_Prejudice	1	Pride and Prejudice	Pride and Prejudice	<UNK>	Jane Austen
mixed_Agatha_Christie_Pride_and_Prejudice	2	Agatha Christie	Agatha Christie	<UNK>	Miss Marple
mixed_Agatha_Christie_Pride_and_Prejudice	3	Pride and Prejudice	Pride and Prejudice	P577	27 January 1813
mixed_Agatha_Christie_Pride_and_Prejudice	4	Agatha Christie	Agatha Christie	P50_reverse	COUNT::12
mixed_Agatha_Christie_Pride_and_Prejudice	5	Pride and Prejudice	Pride and Prejudice	<UNK>	Elizabeth Bennet
mixed_Agatha_Christie_Pride_and_Prejudice	6	Agatha Christie	Agatha Christie	P50_reverse	The Body in the Library
mixed_Agatha_Christie_Pride_and_Prejudice	7	Pride and Prejudice	Pride and Prejudice	<UNK>	Fitzwilliam Darcy
mixed_Agatha_Christie_Pride_and_Prejudice	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_Pride_and_Prejudice	9	Pride and Prejudice	Pride and Prejudice	<UNK>	Mansfield Park
mixed_Agatha_Christie_The_Beach	0	Agatha Christie	Agatha Christie	<UNK>	BOOL::No
mixed_Agatha_Christie_The_Beach	1	The Beach	The Beach	P50	Alex Garland
mixed_Agatha_Christie_The_Beach	2	Agatha Christie	Agatha Christie	<UNK>	Miss Marple
mixed_Agatha_Christie_The_Beach	3	The Beach	The Beach	<UNK>	1 September 1935
mixed_Agatha_Christie_The_Beach	4	Agatha Christie	Agatha Christie	P50_reverse	COUNT::12
mixed_Agatha_Christie_The_Beach	5	The Beach	The Beach	<UNK>	London
mixed_Agatha_Christie_The_Beach	6	Agatha Christie	Agatha Christie	<UNK>	The Body in the Library
mixed_Agatha_Christie_The_Beach	7	The Beach	The Beach	<UNK>	BOOL::No
mixed_Agatha_Christie_The_Beach	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_The_Beach	9	The Beach	The Beach	<UNK>	cartoonist
mixed_Agatha_Christie_The_Dwarves	0	Agatha Christie	Agatha Christie	<UNK>	BOOL::No
mixed_Agatha_Christie_The_Dwarves	1	The Dwarves	The Dwarves	P50_reverse	YEAR::2003
mixed_Agatha_Christie_The_Dwarves	2	Agatha Christie	Agatha Christie	<UNK>	Miss Marple
mixed_Agatha_Christie_The_Dwarves	3	The Dwarves	The Dwarves	P1476	The War of the Dwarves
mixed_Agatha_Christie_The_Dwarves	4	Agatha Christie	Agatha Christie	P50_reverse	COUNT::12
mixed_Agatha_Christie_The_Dwarves	5	The Dwarves	The Dwarves	P50	Markus Heitz
mixed_Agatha_Christie_The_Dwarves	6	Agatha Christie	Agatha Christie	<UNK>	The Body in the Library
mixed_Agatha_Christie_The_Dwarves	7	The Dwarves	The Dwarves	P50	Homburg
mixed_Agatha_Christie_The_Dwarves	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_The_Dwarves	9	The Dwarves	The Dwarves	P577	10 October 1971
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	0	Agatha Christie	Agatha Christie	<UNK>	BOOL::No
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	1	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Douglas Adams
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	2	Agatha Christie	Agatha Christie	<UNK>	Miss Marple
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	3	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::No
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	4	Agatha Christie	Agatha Christie	P50_reverse	COUNT::12
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	5	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Eoin Colfer
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	6	Agatha Christie	Agatha Christie	<UNK>	The Body in the Library
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	7	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Artemis Fowl
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	8	Agatha Christie	Agatha Christie	P27	United Kingdom
mixed_Agatha_Christie_The_Hitchhiker's_Guide_to_the_Galaxy	9	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::Yes
mixed_IT_The_Wonderful_Wizard_of_Oz	0	IT	IT	<UNK>	IT
mixed_IT_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_IT_The_Wonderful_Wizard_of_Oz	2	IT	IT	<UNK>	Derry
mixed_IT_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_IT_The_Wonderful_Wizard_of_Oz	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_IT_The_Wonderful_Wizard_of_Oz	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_IT_The_Wonderful_Wizard_of_Oz	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	0	The Witcher	The Witcher	P577	YEAR::1986
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	2	The Witcher	The Witcher	<UNK>	YEAR::2007
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	4	The Witcher	The Witcher	<UNK>	Doug Cockle
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	6	The Witcher	The Witcher	<UNK>	BOOL::Yes
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	8	The Witcher	The Witcher	<UNK>	Cirilla Fiona Elen Riannon
mixed_The_Witcher_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	0	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	1	Watership Down	Watership Down	<UNK>	Richard Adams
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	2	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	3	Watership Down	Watership Down	P577	YEAR::1972
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	4	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	5	Watership Down	Watership Down	<UNK>	English
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	6	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	7	Watership Down	Watership Down	P136	BOOL::Yes
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	8	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Wonderful_Wizard_of_Oz_Watership_Down	9	Watership Down	Watership Down	<UNK>	BOOL::Yes
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	0	Bulgakov	Bulgakov	P50	Mikhail Bulgakov
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	2	Bulgakov	Bulgakov	P577	YEAR::1891
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	4	Bulgakov	Bulgakov	<UNK>	BOOL::No
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	6	Bulgakov	Bulgakov	P50	Mikhail Lermontov
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	8	Bulgakov	Bulgakov	<UNK>	BOOL::No
mixed_Bulgakov_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	0	The Hound of the Baskervilles	The Hound of the Baskervilles	P50	Sir Arthur Conan Doyle
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	2	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Sherlock Holmes
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	4	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Dr. John Watson
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	6	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	The Memoirs of Sherlock Holmes
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	8	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	The Return of Sherlock Holmes
mixed_The_Hound_of_the_Baskervilles_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	0	The Great Gatsby	The Great Gatsby	<UNK>	The Great Gatsby
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	2	The Great Gatsby	The Great Gatsby	<UNK>	F. Scott Fitzgerald
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	4	The Great Gatsby	The Great Gatsby	<UNK>	BOOL::No
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	6	The Great Gatsby	The Great Gatsby	P50	Zelda Fitzgerald
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	8	The Great Gatsby	The Great Gatsby	<UNK>	Frances Scott Fitzgerald
mixed_The_Great_Gatsby_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	0	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Mark Twain
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	2	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	BOOL::Yes
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	4	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Mississippi River
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	6	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Chatto & Windus
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	8	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Huckleberry Finn
mixed_Adventures_of_Huckleberry_Finn_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	0	The Stand	The Stand	P50	Stephen King
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	2	The Stand	The Stand	P136	post-apocalyptic;horror
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	4	The Stand	The Stand	P577	YEAR::1978
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	6	The Stand	The Stand	<UNK>	Doubleday
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	8	The Stand	The Stand	<UNK>	Captain Trips
mixed_The_Stand_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	0	Ender's Game	Ender's Game	P577	YEAR::1985
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	2	Ender's Game	Ender's Game	P50	Orson Scott Card
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	4	Ender's Game	Ender's Game	P136	science fiction
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	6	Ender's Game	Ender's Game	<UNK>	BOOL::Yes
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	8	Ender's Game	Ender's Game	P50_reverse	COUNT::6
mixed_Ender's_Game_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	0	Digital Fortress	Digital Fortress	<UNK>	Digital Fortress
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	2	Digital Fortress	Digital Fortress	P50_reverse	YEAR::1998
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	4	Digital Fortress	Digital Fortress	<UNK>	Seville
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	6	Digital Fortress	Digital Fortress	<UNK>	BOOL::Yes
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	8	Digital Fortress	Digital Fortress	<UNK>	National Security Agency
mixed_Digital_Fortress_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	0	The Suicide Prince	The Suicide Prince	<UNK>	BOOL::Yes
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	2	The Suicide Prince	The Suicide Prince	P50_reverse	Mr. Mercedes
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	4	The Suicide Prince	The Suicide Prince	P577	YEAR::2015
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	6	The Suicide Prince	The Suicide Prince	P50	Portland
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	8	The Suicide Prince	The Suicide Prince	P50	BOOL::Yes
mixed_The_Suicide_Prince_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	0	Stephen King	Stephen King	P50	Stephen King
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	2	Stephen King	Stephen King	<UNK>	BOOL::Yes
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	4	Stephen King	Stephen King	<UNK>	BOOL::Yes
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	6	Stephen King	Stephen King	<UNK>	Best Novel
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	8	Stephen King	Stephen King	<UNK>	He received the Edgar Award for Best Novel for his book Mr. Mercedes in 2015.
mixed_Stephen_King_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	2	Fire and Fury	Fire and Fury	P50	Michael Wolff
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	4	Fire and Fury	Fire and Fury	<UNK>	YEAR::2018
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Inferno_The_Wonderful_Wizard_of_Oz	0	Inferno	Inferno	<UNK>	Dan Brown
mixed_Inferno_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_Inferno_The_Wonderful_Wizard_of_Oz	2	Inferno	Inferno	P577	14 May 2013
mixed_Inferno_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Inferno_The_Wonderful_Wizard_of_Oz	4	Inferno	Inferno	<UNK>	Origin
mixed_Inferno_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Inferno_The_Wonderful_Wizard_of_Oz	6	Inferno	Inferno	P577	22 June 1964
mixed_Inferno_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Inferno_The_Wonderful_Wizard_of_Oz	8	Inferno	Inferno	<UNK>	Exeter
mixed_Inferno_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Wonderful_Wizard_of_Oz_Twilight	0	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_The_Wonderful_Wizard_of_Oz_Twilight	1	Twilight	Twilight	P50	Stephenie Meyer
